cod articolo,differenza,data partenza,data fine
X23-2279ZF,6.085848821855794,2021-05-08,2021-05-14 02:03:37.338208341
X23-2279ZF,6.889289254572561,2021-11-29,2021-12-05 21:20:34.591595072
X23-2279ZF,12.793614080107044,2021-04-01,2021-04-13 19:02:48.256521244
X23-2279ZF,4.8031609353759945,2021-05-15,2021-05-19 19:16:33.104816486
X23-2279ZF,5.380020364058472,2021-01-05,2021-01-10 09:07:13.759454654
X23-2279ZF,8.32991449751639,2021-09-17,2021-09-25 07:55:04.612585416
X23-2279ZF,0.8200287396161912,2021-03-19,2021-03-19 19:40:50.483102839
X23-2279ZF,7.431641387580739,2021-10-15,2021-10-22 10:21:33.815886972
X23-2279ZF,8.07643184834634,2021-11-18,2021-11-26 01:50:03.711697120
X23-2279ZF,4.358237757421104,2021-01-17,2021-01-21 08:35:51.742241183
X23-2279ZF,4.94892258887326,2021-06-24,2021-06-28 22:46:26.911678653
X23-2280S+ZN,1.3113911896723258,2021-09-21,2021-09-22 07:28:24.198787686
X23-2280S+ZN,1.8533936928231414,2021-09-12,2021-09-13 20:28:53.215059915
X23-2280S+ZN,4.620998110009592,2021-03-25,2021-03-29 14:54:14.236704829
X23-2280S+ZN,5.948179558387959,2021-03-08,2021-03-13 22:45:22.713844723
X23-2280S+ZN,6.640497219056138,2021-10-24,2021-10-30 15:22:18.959726447
X23-2280S+ZN,10.35780031297314,2021-10-27,2021-11-06 08:35:13.947040875
X23-2280S+ZN,7.424503079385814,2021-06-25,2021-07-02 10:11:17.066058933
X23-2280S+ZN,6.645151747679252,2021-02-07,2021-02-13 15:29:01.110999491
X23-2280S+ZN,5.518927142520491,2021-10-07,2021-10-12 12:27:15.305113771
X23-2280S+ZN,6.071085326317621,2021-09-29,2021-10-05 01:42:21.772193840
X23-2280S+ZN,11.827147704449628,2021-09-10,2021-09-21 19:51:05.561664445
X23-2280S+ZN,7.425545465854541,2021-02-07,2021-02-14 10:12:47.128249828
X23-2280S+ZN,-2.1203963488646007,2021-05-16,2021-05-13 21:06:37.755458099
X23-2280S+ZN,9.525373270545192,2021-09-03,2021-09-12 12:36:32.250575105
X23-2280S+ZN,1.8148057802250732,2021-12-12,2021-12-13 19:33:19.219411448
X23-2280S+ZN,8.901824180875767,2021-05-23,2021-05-31 21:38:37.609227669
X23-2280S+ZN,-2.817206009298655,2021-09-11,2021-09-08 04:23:13.400796593
X23-2280S+ZN,5.41916987374513,2021-03-02,2021-03-07 10:03:36.277091576
X23-2280S+ZN,4.1382636016952885,2021-07-04,2021-07-08 03:19:05.975186473
X23-2280S+ZN,8.486317490331544,2021-05-20,2021-05-28 11:40:17.831164641
X23-2280S+ZN,2.3362621459596196,2021-12-10,2021-12-12 08:04:13.049410909
X23-2280S+ZN,9.865561929546304,2021-05-11,2021-05-20 20:46:24.550712800
X23-2280S+ZN,8.05988814319463,2021-04-24,2021-05-02 01:26:14.335572013
X23-2280S+ZN,1.9175958894406895,2021-12-02,2021-12-03 22:01:20.284847676
X23-2280S+ZN,0.43298563871479623,2021-04-28,2021-04-28 10:23:29.959184958
X23-2280S+ZN,4.321717171499757,2021-04-06,2021-04-10 07:43:16.363617582
X23-2280S+ZN,5.907394071310469,2021-09-22,2021-09-27 21:46:38.847761227
X23-2280S+ZN,10.937054256519511,2021-07-15,2021-07-25 22:29:21.487763284
X23-2280S+ZN,7.602021376415344,2021-05-10,2021-05-17 14:26:54.646922281
X23-2280S+ZN,6.6724965918271115,2021-10-09,2021-10-15 16:08:23.705533861
X23-2280S+ZN,7.876063769168088,2021-09-01,2021-09-08 21:01:31.909656123
X23-2280S+ZN,13.37857281980849,2021-09-03,2021-09-16 09:05:08.691631454
X23-2280S+ZN,5.026141946169794,2021-05-08,2021-05-13 00:37:38.664149070
X23-2280S+ZN,5.798068439434494,2021-04-27,2021-05-02 19:09:13.113167140
X23-2280S+ZN,10.103168930704479,2021-11-26,2021-12-06 02:28:33.795612868
X23-2280S+ZN,5.388946475779093,2021-08-10,2021-08-15 09:20:04.975507314
X23-2280S+ZN,7.913746521900022,2021-09-20,2021-09-27 21:55:47.699492160
X23-2280S+ZN,8.244249552898415,2021-10-16,2021-10-24 05:51:43.161370421
X23-2280S+ZN,4.818932731394654,2021-03-20,2021-03-24 19:39:15.787992502
X23-2280S+ZN,1.4397564349886056,2021-08-01,2021-08-02 10:33:14.955983015
X23-2280S+ZN,6.078787374897731,2021-12-11,2021-12-17 01:53:27.229191161
X23-2280S+ZN,6.4318606844979715,2021-03-25,2021-03-31 10:21:52.763140627
X23-2280S+ZN,4.637753500852583,2021-09-10,2021-09-14 15:18:21.902473664
X23-2280S+ZN,5.765368350791896,2021-05-22,2021-05-27 18:22:07.825508420
X23-2280S+ZN,6.704496070095451,2021-02-14,2021-02-20 16:54:28.460456251
X23-2280S+ZN,7.846783850752469,2021-01-29,2021-02-05 20:19:22.124705016
X23-2280S+ZN,7.613613843582243,2021-08-05,2021-08-12 14:43:36.236085502
X23-2280S+ZN,6.555291412460852,2021-08-18,2021-08-24 13:19:37.178036621
X23-2280S+ZN,5.594395172787613,2021-04-07,2021-04-12 14:15:55.742928848
X23-2280S+ZN,4.707332887863565,2021-11-09,2021-11-13 16:58:33.561511415
X23-2280S+ZN,5.558556017206339,2021-08-28,2021-09-02 13:24:19.239886624
X23-2280S+ZN,4.52350078461003,2021-05-10,2021-05-14 12:33:50.467790304
X23-2280S+ZN,4.545788263672536,2021-02-09,2021-02-13 13:05:56.105981304
X23-2280S+ZN,9.343207837521762,2021-10-02,2021-10-11 08:14:13.157161883
X23-2280S+ZN,10.34663588310247,2021-09-30,2021-10-10 08:19:09.340300056
X23-2280S+ZN,2.7788071324336356,2021-07-01,2021-07-03 18:41:28.936242263
X23-2280S+ZN,3.4215995128171333,2021-01-18,2021-01-21 10:07:06.197907397
X23-2280S+ZN,7.658772927708099,2021-05-15,2021-05-22 15:48:37.980953979
X23-2280S+ZN,2.6855956303785753,2021-09-11,2021-09-13 16:27:15.462464711
X23-2280S+ZN,-1.5290759167302699,2021-09-17,2021-09-15 11:18:07.840794503
X23-2280S+ZN,7.454504993099927,2021-02-11,2021-02-18 10:54:29.231403831
X23-2280S+ZN,2.330689201471535,2021-04-08,2021-04-10 07:56:11.547007137
X23-2280S+ZN,3.3478403229556912,2021-08-14,2021-08-17 08:20:53.403903372
X23-2280S+ZN,10.141698685792406,2021-07-09,2021-07-19 03:24:02.766452463
X23-2280S+ZN,0.6388021955832803,2021-06-19,2021-06-19 15:19:52.509698397
X23-2280S+ZN,6.436457392266532,2021-02-10,2021-02-16 10:28:29.918691825
X23-2280S+ZN,7.514026725296543,2021-06-12,2021-06-19 12:20:11.909065617
X23-2280S+ZN,5.6845662384736295,2021-03-19,2021-03-24 16:25:46.523004119
X23-2280S+ZN,5.810051582933674,2021-04-18,2021-04-23 19:26:28.456765471
X23-2280S+ZN,6.327761199827869,2021-12-15,2021-12-21 07:51:58.567665130
X23-2280S+ZN,9.588761383873523,2021-07-15,2021-07-24 14:07:48.983566670
X23-2280S+ZN,-0.20954796133150572,2021-04-13,2021-04-12 18:58:15.056140959
X23-2280S+ZN,6.74109555894711,2021-06-11,2021-06-17 17:47:10.656293029
X23-2280S+ZN,4.773117825667527,2021-08-08,2021-08-12 18:33:17.380137672
X23-2280S+ZN,2.2341158241114356,2021-07-28,2021-07-30 05:37:07.607203224
X23-2280S+ZN,3.427550767699515,2021-06-17,2021-06-20 10:15:40.386329236
X23-2280S+ZN,1.211604888114705,2021-01-16,2021-01-17 05:04:42.662333110
X23-2280S+ZN,2.948936533991936,2021-07-31,2021-08-02 22:46:28.116536900
X23-2280S+ZN,6.339012291611064,2021-10-25,2021-10-31 08:08:10.661995199
X23-2280S+ZN,6.351603387133063,2021-10-20,2021-10-26 08:26:18.532648299
X23-2280S+ZN,4.843912424698906,2021-01-11,2021-01-15 20:15:14.033493984
X23-2280S+ZN,1.3250928837553162,2021-08-05,2021-08-06 07:48:08.025156457
X23-2280S+ZN,11.71222329810881,2021-03-03,2021-03-14 17:05:36.092956600
X23-2280S+ZN,5.78853208814601,2021-02-20,2021-02-25 18:55:29.172415814
X23-2280S+ZN,8.482472923390981,2021-03-02,2021-03-10 11:34:45.660580982
X23-2280S+ZN,-0.905833571474354,2021-07-21,2021-07-20 02:15:35.979424612
X23-2280S+ZN,10.97552923029626,2021-08-11,2021-08-21 23:24:45.725497600
X23-2280S+ZN,6.457553598334253,2021-12-02,2021-12-08 10:58:52.630896083
X23-2280S+ZN,4.916702415831863,2021-11-01,2021-11-05 22:00:03.088727876
X23-2280S+ZN,8.583290072620283,2021-03-16,2021-03-24 13:59:56.262274393
X23-2280S+ZN,5.796788381315022,2021-12-27,2022-01-01 19:07:22.516145616
X23-2280S+ZN,5.056424256877455,2021-04-02,2021-04-07 01:21:15.055794216
X23-2280S+ZN,4.873742198975858,2021-03-19,2021-03-23 20:58:11.325991517
X23-2280S+ZN,6.307938489368699,2021-06-23,2021-06-29 07:23:25.885481455
X23-2280S+ZN,11.839718931960785,2021-07-16,2021-07-27 20:09:11.715721413
X23-2280S+ZN,3.228505681236094,2021-01-25,2021-01-28 05:29:02.890858799
X23-2280S+ZN,8.267441821510854,2021-03-26,2021-04-03 06:25:06.973378541
X23-2280S+ZN,7.10489507058765,2021-01-30,2021-02-06 02:31:02.934098777
X23-2280S+ZN,6.803935855038522,2021-03-22,2021-03-28 19:17:40.057875326
X23-2280S+ZN,7.050409391760391,2021-05-22,2021-05-29 01:12:35.371448098
X23-2280s+z,7.0,2021-08-28,2021-09-04 00:00:00.000000000
X23-2280s+z,7.0,2021-04-11,2021-04-18 00:00:00.000000000
X23-2280s+z,7.0,2021-03-17,2021-03-24 00:00:00.000000000
X23-2280s+z,7.0,2021-08-21,2021-08-28 00:00:00.000000000
X23-2280s+z,7.0,2021-11-25,2021-12-02 00:00:00.000000000
X23-2280s+z,7.0,2021-04-17,2021-04-24 00:00:00.000000000
X23-2280s+z,7.0,2021-06-24,2021-07-01 00:00:00.000000000
X23-2280s+z,7.0,2021-05-29,2021-06-05 00:00:00.000000000
X23-2280s+z,7.0,2021-11-03,2021-11-10 00:00:00.000000000
X23-2280s+z,7.0,2021-02-03,2021-02-10 00:00:00.000000000
X23-2280s+z,7.0,2021-03-11,2021-03-18 00:00:00.000000000
X23-2280s+z,7.0,2021-01-19,2021-01-26 00:00:00.000000000
X23-2280s+z,7.0,2021-11-10,2021-11-17 00:00:00.000000000
X23-2280s+z,7.0,2021-08-06,2021-08-13 00:00:00.000000000
X23-2280s+z,7.0,2021-05-28,2021-06-04 00:00:00.000000000
X23-2280s+z,7.0,2021-09-28,2021-10-05 00:00:00.000000000
X23-2280s+z,7.0,2021-09-08,2021-09-15 00:00:00.000000000
X23-2280s+z,7.0,2021-06-08,2021-06-15 00:00:00.000000000
X23-2280s+z,7.0,2021-03-13,2021-03-20 00:00:00.000000000
X23-2280s+z,7.0,2021-12-17,2021-12-24 00:00:00.000000000
X23-2280s+z,7.0,2021-06-25,2021-07-02 00:00:00.000000000
X23-2280s+z,7.0,2021-06-27,2021-07-04 00:00:00.000000000
X23-2280s+z,7.0,2021-11-27,2021-12-04 00:00:00.000000000
X23-2280s+z,7.0,2021-11-16,2021-11-23 00:00:00.000000000
X23-2280s+z,7.0,2021-09-14,2021-09-21 00:00:00.000000000
X23-2280s+z,7.0,2021-04-03,2021-04-10 00:00:00.000000000
X23-2280s+z,7.0,2021-09-23,2021-09-30 00:00:00.000000000
X23-2280s+z,7.0,2021-09-08,2021-09-15 00:00:00.000000000
X23-2280s+z,7.0,2021-09-17,2021-09-24 00:00:00.000000000
X23-2280s+z,7.0,2021-06-18,2021-06-25 00:00:00.000000000
X23-2280s+z,7.0,2021-09-25,2021-10-02 00:00:00.000000000
X23-2280s+z,7.0,2021-02-14,2021-02-21 00:00:00.000000000
X23-2280s+z,7.0,2021-03-09,2021-03-16 00:00:00.000000000
X23-2280s+z,7.0,2021-04-10,2021-04-17 00:00:00.000000000
X23-2280s+z,7.0,2021-03-06,2021-03-13 00:00:00.000000000
X23-2280s+z,7.0,2021-08-01,2021-08-08 00:00:00.000000000
X23-2280s+z,7.0,2021-08-06,2021-08-13 00:00:00.000000000
X23-2280s+z,7.0,2021-01-06,2021-01-13 00:00:00.000000000
X23-2280s+z,7.0,2021-04-05,2021-04-12 00:00:00.000000000
X23-2280s+z,7.0,2021-11-25,2021-12-02 00:00:00.000000000
X23-2280s+z,7.0,2021-05-03,2021-05-10 00:00:00.000000000
X23-2280s+z,7.0,2021-07-03,2021-07-10 00:00:00.000000000
X23-2280s+z,7.0,2021-05-22,2021-05-29 00:00:00.000000000
X23-2280s+z,7.0,2021-03-08,2021-03-15 00:00:00.000000000
X23-2280s+z,7.0,2021-03-31,2021-04-07 00:00:00.000000000
X23-2280s+z,7.0,2021-04-04,2021-04-11 00:00:00.000000000
X23-2280s+z,7.0,2021-05-14,2021-05-21 00:00:00.000000000
X23-2280s+z,7.0,2021-03-23,2021-03-30 00:00:00.000000000
X23-2280s+z,7.0,2021-02-06,2021-02-13 00:00:00.000000000
X23-2280s+z,7.0,2021-02-07,2021-02-14 00:00:00.000000000
X23-2280s+z,7.0,2021-04-18,2021-04-25 00:00:00.000000000
X23-2280s+z,7.0,2021-06-05,2021-06-12 00:00:00.000000000
X23-2280s+z,7.0,2021-02-17,2021-02-24 00:00:00.000000000
X23-2280s+z,7.0,2021-05-11,2021-05-18 00:00:00.000000000
X23-2280s+z,7.0,2021-05-24,2021-05-31 00:00:00.000000000
X23-2280s+z,7.0,2021-05-05,2021-05-12 00:00:00.000000000
X23-2280s+z,7.0,2021-07-24,2021-07-31 00:00:00.000000000
X23-2280s+z,7.0,2021-04-20,2021-04-27 00:00:00.000000000
X23-2280s+z,7.0,2021-01-23,2021-01-30 00:00:00.000000000
X23-2280s+z,7.0,2021-04-12,2021-04-19 00:00:00.000000000
X23-2280s+z,7.0,2021-08-03,2021-08-10 00:00:00.000000000
X23-2280s+z,7.0,2021-06-14,2021-06-21 00:00:00.000000000
X23-2280s+z,7.0,2021-07-05,2021-07-12 00:00:00.000000000
X23-2280s+z,7.0,2021-02-22,2021-03-01 00:00:00.000000000
X23-2280s+z,7.0,2021-12-16,2021-12-23 00:00:00.000000000
X23-2280s+z,7.0,2021-03-02,2021-03-09 00:00:00.000000000
X23-2280s+z,7.0,2021-05-20,2021-05-27 00:00:00.000000000
X23-2280s+z,7.0,2021-09-11,2021-09-18 00:00:00.000000000
X23-2280s+z,7.0,2021-03-14,2021-03-21 00:00:00.000000000
X23-2280s+z,7.0,2021-04-27,2021-05-04 00:00:00.000000000
X23-2280s+z,7.0,2021-06-25,2021-07-02 00:00:00.000000000
X23-2280s+z,7.0,2021-10-15,2021-10-22 00:00:00.000000000
X23-2280s+z,7.0,2021-12-20,2021-12-27 00:00:00.000000000
X23-2280s+z,7.0,2021-12-15,2021-12-22 00:00:00.000000000
X23-2280s+z,7.0,2021-04-21,2021-04-28 00:00:00.000000000
X23-2280s+z,7.0,2021-03-01,2021-03-08 00:00:00.000000000
X23-2280s+z,7.0,2021-04-18,2021-04-25 00:00:00.000000000
X23-2280s+z,7.0,2021-03-22,2021-03-29 00:00:00.000000000
X23-2280s+z,7.0,2021-04-04,2021-04-11 00:00:00.000000000
X23-2280s+z,7.0,2021-06-24,2021-07-01 00:00:00.000000000
X23-2280s+z,7.0,2021-02-06,2021-02-13 00:00:00.000000000
X23-2280s+z,7.0,2021-02-25,2021-03-04 00:00:00.000000000
X23-2280s+z,7.0,2021-08-17,2021-08-24 00:00:00.000000000
X23-2280s+z,7.0,2021-01-19,2021-01-26 00:00:00.000000000
X23-2280s+z,7.0,2021-03-17,2021-03-24 00:00:00.000000000
X23-2280s+z,7.0,2021-01-07,2021-01-14 00:00:00.000000000
X23-2280s+z,7.0,2021-01-21,2021-01-28 00:00:00.000000000
X23-2280s+z,7.0,2021-07-18,2021-07-25 00:00:00.000000000
X23-2280s+z,7.0,2021-10-14,2021-10-21 00:00:00.000000000
X23-2280s+z,7.0,2021-10-26,2021-11-02 00:00:00.000000000
X23-2280s+z,7.0,2021-03-13,2021-03-20 00:00:00.000000000
X23-2280s+z,7.0,2021-10-29,2021-11-05 00:00:00.000000000
X23-2280s+z,7.0,2021-06-24,2021-07-01 00:00:00.000000000
X23-2280s+z,7.0,2021-04-18,2021-04-25 00:00:00.000000000
X23-2280s+z,7.0,2021-07-02,2021-07-09 00:00:00.000000000
X23-2280s+z,7.0,2021-03-25,2021-04-01 00:00:00.000000000
X23-2280s+z,7.0,2021-02-28,2021-03-07 00:00:00.000000000
X23-2280s+z,7.0,2021-04-28,2021-05-05 00:00:00.000000000
X23-2280s+z,7.0,2021-03-23,2021-03-30 00:00:00.000000000
X23-2280s+z,7.0,2021-01-13,2021-01-20 00:00:00.000000000
X23-2299V5ZF,2.0,2021-10-10,2021-10-12 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-30,2021-02-01 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-30,2021-04-01 00:00:00.000000000
X23-2299V5ZF,2.0,2021-04-02,2021-04-04 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-18,2021-03-20 00:00:00.000000000
X23-2299V5ZF,2.0,2021-07-30,2021-08-01 00:00:00.000000000
X23-2299V5ZF,2.0,2021-09-10,2021-09-12 00:00:00.000000000
X23-2299V5ZF,2.0,2021-07-27,2021-07-29 00:00:00.000000000
X23-2299V5ZF,2.0,2021-09-04,2021-09-06 00:00:00.000000000
X23-2299V5ZF,2.0,2021-10-24,2021-10-26 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-23,2021-08-25 00:00:00.000000000
X23-2299V5ZF,2.0,2021-07-28,2021-07-30 00:00:00.000000000
X23-2299V5ZF,2.0,2021-11-19,2021-11-21 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-09,2021-08-11 00:00:00.000000000
X23-2299V5ZF,2.0,2021-02-24,2021-02-26 00:00:00.000000000
X23-2299V5ZF,2.0,2021-07-05,2021-07-07 00:00:00.000000000
X23-2299V5ZF,2.0,2021-10-17,2021-10-19 00:00:00.000000000
X23-2299V5ZF,2.0,2021-05-02,2021-05-04 00:00:00.000000000
X23-2299V5ZF,2.0,2021-05-23,2021-05-25 00:00:00.000000000
X23-2299V5ZF,2.0,2021-02-13,2021-02-15 00:00:00.000000000
X23-2299V5ZF,2.0,2021-04-10,2021-04-12 00:00:00.000000000
X23-2299V5ZF,2.0,2021-04-17,2021-04-19 00:00:00.000000000
X23-2299V5ZF,2.0,2021-07-20,2021-07-22 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-02,2021-08-04 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-23,2021-01-25 00:00:00.000000000
X23-2299V5ZF,2.0,2021-07-25,2021-07-27 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-12,2021-08-14 00:00:00.000000000
X23-2299V5ZF,2.0,2021-05-27,2021-05-29 00:00:00.000000000
X23-2299V5ZF,2.0,2021-10-01,2021-10-03 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-02,2021-01-04 00:00:00.000000000
X23-2299V5ZF,2.0,2021-11-21,2021-11-23 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-18,2021-01-20 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-03,2021-08-05 00:00:00.000000000
X23-2299V5ZF,2.0,2021-11-29,2021-12-01 00:00:00.000000000
X23-2299V5ZF,2.0,2021-12-14,2021-12-16 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-15,2021-08-17 00:00:00.000000000
X23-2299V5ZF,2.0,2021-09-04,2021-09-06 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-21,2021-03-23 00:00:00.000000000
X23-2299V5ZF,2.0,2021-11-29,2021-12-01 00:00:00.000000000
X23-2299V5ZF,2.0,2021-10-19,2021-10-21 00:00:00.000000000
X23-2299V5ZF,2.0,2021-09-21,2021-09-23 00:00:00.000000000
X23-2299V5ZF,2.0,2021-04-30,2021-05-02 00:00:00.000000000
X23-2299V5ZF,2.0,2021-02-08,2021-02-10 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-28,2021-08-30 00:00:00.000000000
X23-2299V5ZF,2.0,2021-06-03,2021-06-05 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-28,2021-03-30 00:00:00.000000000
X23-2299V5ZF,2.0,2021-11-20,2021-11-22 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-09,2021-08-11 00:00:00.000000000
X23-2299V5ZF,2.0,2021-02-01,2021-02-03 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-13,2021-01-15 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-30,2021-02-01 00:00:00.000000000
X23-2299V5ZF,2.0,2021-04-05,2021-04-07 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-21,2021-03-23 00:00:00.000000000
X23-2299V5ZF,2.0,2021-12-29,2021-12-31 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-24,2021-01-26 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-27,2021-08-29 00:00:00.000000000
X23-2299V5ZF,2.0,2021-04-02,2021-04-04 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-14,2021-03-16 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-27,2021-03-29 00:00:00.000000000
X23-2299V5ZF,2.0,2021-10-08,2021-10-10 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-29,2021-08-31 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-11,2021-01-13 00:00:00.000000000
X23-2299V5ZF,2.0,2021-06-22,2021-06-24 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-23,2021-01-25 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-18,2021-03-20 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-11,2021-03-13 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-27,2021-03-29 00:00:00.000000000
X23-2299V5ZF,2.0,2021-04-07,2021-04-09 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-11,2021-01-13 00:00:00.000000000
X23-2299V5ZF,2.0,2021-09-22,2021-09-24 00:00:00.000000000
X23-2299V5ZF,2.0,2021-12-31,2022-01-02 00:00:00.000000000
X23-2299V5ZF,2.0,2021-06-14,2021-06-16 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-14,2021-03-16 00:00:00.000000000
X23-2299V5ZF,2.0,2021-06-13,2021-06-15 00:00:00.000000000
X23-2299V5ZF,2.0,2021-05-28,2021-05-30 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-17,2021-08-19 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-26,2021-01-28 00:00:00.000000000
X23-2299V5ZF,2.0,2021-07-10,2021-07-12 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-06,2021-08-08 00:00:00.000000000
X23-2299V5ZF,2.0,2021-12-31,2022-01-02 00:00:00.000000000
X23-2299V5ZF,2.0,2021-06-28,2021-06-30 00:00:00.000000000
X23-2299V5ZF,2.0,2021-10-30,2021-11-01 00:00:00.000000000
X23-2299V5ZF,2.0,2021-05-18,2021-05-20 00:00:00.000000000
X23-2299V5ZF,2.0,2021-10-16,2021-10-18 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-01,2021-01-03 00:00:00.000000000
X23-2299V5ZF,2.0,2021-12-27,2021-12-29 00:00:00.000000000
X23-2299V5ZF,2.0,2021-10-14,2021-10-16 00:00:00.000000000
X23-2299V5ZF,2.0,2021-07-17,2021-07-19 00:00:00.000000000
X23-2299V5ZF,2.0,2021-01-09,2021-01-11 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-27,2021-03-29 00:00:00.000000000
X23-2299V5ZF,2.0,2021-04-27,2021-04-29 00:00:00.000000000
X23-2299V5ZF,2.0,2021-03-18,2021-03-20 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-14,2021-08-16 00:00:00.000000000
X23-2299V5ZF,2.0,2021-06-23,2021-06-25 00:00:00.000000000
X23-2299V5ZF,2.0,2021-06-22,2021-06-24 00:00:00.000000000
X23-2299V5ZF,2.0,2021-04-09,2021-04-11 00:00:00.000000000
X23-2299V5ZF,2.0,2021-06-27,2021-06-29 00:00:00.000000000
X23-2299V5ZF,2.0,2021-09-02,2021-09-04 00:00:00.000000000
X23-2299V5ZF,2.0,2021-05-22,2021-05-24 00:00:00.000000000
X23-2299V5ZF,2.0,2021-08-11,2021-08-13 00:00:00.000000000
X23-31094DN3813,2.0,2021-06-14,2021-06-16 00:00:00.000000000
X23-31094DN3813,2.0,2021-11-09,2021-11-11 00:00:00.000000000
X23-31094DN3813,2.0,2021-06-20,2021-06-22 00:00:00.000000000
X23-31094DN3813,2.0,2021-04-12,2021-04-14 00:00:00.000000000
X23-31094DN3813,2.0,2021-11-08,2021-11-10 00:00:00.000000000
X23-31094DN3813,2.0,2021-05-21,2021-05-23 00:00:00.000000000
X23-31094DN3813,2.0,2021-06-11,2021-06-13 00:00:00.000000000
X23-31094DN3813,2.0,2021-11-13,2021-11-15 00:00:00.000000000
X23-31094DN3813,2.0,2021-12-02,2021-12-04 00:00:00.000000000
X23-31094DN3813,2.0,2021-09-18,2021-09-20 00:00:00.000000000
X23-31094DN3813,2.0,2021-07-26,2021-07-28 00:00:00.000000000
X23-31094DN3813,2.0,2021-08-22,2021-08-24 00:00:00.000000000
X23-31094DN3813,2.0,2021-07-29,2021-07-31 00:00:00.000000000
X23-31094DN3813,2.0,2021-04-11,2021-04-13 00:00:00.000000000
X23-31094DN3813,2.0,2021-04-14,2021-04-16 00:00:00.000000000
X23-31094DN3813,2.0,2021-07-02,2021-07-04 00:00:00.000000000
X23-31094DN3813,2.0,2021-05-01,2021-05-03 00:00:00.000000000
X23-31094DN3813,2.0,2021-05-19,2021-05-21 00:00:00.000000000
X23-31094DN3813,2.0,2021-05-31,2021-06-02 00:00:00.000000000
X23-31094DN3813,2.0,2021-04-28,2021-04-30 00:00:00.000000000
X23-31094DN3813,2.0,2021-09-24,2021-09-26 00:00:00.000000000
X23-31094DN3813,2.0,2021-01-27,2021-01-29 00:00:00.000000000
X23-31094DN3813,2.0,2021-09-06,2021-09-08 00:00:00.000000000
X23-31094DN3813,2.0,2021-12-10,2021-12-12 00:00:00.000000000
X23-31094DN3813,2.0,2021-10-22,2021-10-24 00:00:00.000000000
X23-31094DN3813,2.0,2021-11-02,2021-11-04 00:00:00.000000000
X23-31094DN3813,2.0,2021-09-16,2021-09-18 00:00:00.000000000
X23-31094DN3813,2.0,2021-07-30,2021-08-01 00:00:00.000000000
X23-31094DN3813,2.0,2021-03-28,2021-03-30 00:00:00.000000000
X23-31094DN3813,2.0,2021-03-30,2021-04-01 00:00:00.000000000
X23-31094DN3813,2.0,2021-03-28,2021-03-30 00:00:00.000000000
X23-31094DN3813,2.0,2021-04-01,2021-04-03 00:00:00.000000000
X23-31094DN3813,2.0,2021-09-11,2021-09-13 00:00:00.000000000
X23-31094DN3813,2.0,2021-09-11,2021-09-13 00:00:00.000000000
X23-31094DN3813,2.0,2021-07-27,2021-07-29 00:00:00.000000000
X23-31094DN3813,2.0,2021-11-18,2021-11-20 00:00:00.000000000
X23-31094DN3813,2.0,2021-03-11,2021-03-13 00:00:00.000000000
X23-31094DN3813,2.0,2021-02-10,2021-02-12 00:00:00.000000000
X23-31094DN3813,2.0,2021-08-25,2021-08-27 00:00:00.000000000
X23-31094DN3813,2.0,2021-01-29,2021-01-31 00:00:00.000000000
X23-31094DN3813,2.0,2021-02-23,2021-02-25 00:00:00.000000000
X23-31094DN3813,2.0,2021-12-24,2021-12-26 00:00:00.000000000
